SRC	34.269635523783236
AKT1	33.8693322335112
EGFR	33.851389213537956
HRAS	33.36582935441071
KRAS	33.14488390392096
MAPK14	32.18461352904536
LRRK2	31.99206083545292
PTEN	31.796781905306503
MAPK3	31.789643167726123
GAPDH	31.683114783180155
MAPK1	31.677911479629934
GSK3B	31.536365973481434
RAC2	30.92893485461886
ACTG1	30.66447573407497
RHOA	30.619741703130735
ABL1	30.61453064712244
CDC42	30.504483481961586
ITPKB	30.459429041612264
FYN	30.45217207874197
YWHAZ	30.31317808995993
HSP90AA1	29.727129377430746
SYK	29.585825428468087
TGFBR2	29.519290583344958
PIK3CA	29.469197894042555
RNASEL	29.467013824611275
NTRK2	29.434825158675302
NTRK1	29.401887447938794
LCK	29.34315472454
ALB	29.18988886558506
NRAS	29.16663271725504
RIPK4	29.067293971875156
ERBB2	28.96559306150328
JAK2	28.94106675273673
MET	28.871901346932326
REM1	28.695894999699348
CDKN2A	28.688578422993587
RAF1	28.679224142995192
RAC3	28.661032221982307
EGF	28.500540139140913
EPHB1	28.472764360554233
RHOC	28.41870799140407
CTNNB1	28.414748185236547
HSP90AB1	28.252257686790458
AKT2	28.156176225873995
MAPK8	28.10274324466345
MTOR	27.966129908027412
APP	27.9451684979714
GRB2	27.918505965654187
EPHB2	27.86457622392687
NTRK3	27.81694893670584
GSK3A	27.704692986106128
JUN	27.66511045997153
INSR	27.664806651043776
LIMK1	27.621988268325087
ALK	27.396130768072833
NCAM1	27.390634948049495
ERBB4	27.32138681682401
CALM1	27.293107860735216
FLNA	27.24812051431746
PTK7	27.149101780151014
NFKB1	27.14075939388564
PRH2	27.107093956070425
PRH1	27.107093956070425
AKT3	27.091123195592665
EPHA2	27.07403729696867
CALM3	27.02191214447882
YES1	26.940831391993928
TNS1	26.933976746326596
RHOB	26.879991996471233
CDH1	26.830696376721317
YWHAB	26.78392448568519
DLG4	26.772043063993724
EPHA3	26.70022657988889
YWHAQ	26.65182937385882
FN1	26.565939802939138
RAC1	26.549116298425147
ROCK1	26.524053587756125
ERBB3	26.497510621976424
YWHAE	26.4606806537915
EPHA4	26.445455021139217
HSPA4	26.429770759874177
EGR1	26.37332599370726
EPHB3	26.33103398694359
ACTA1	26.3131109206397
GAK	26.268752262790475
MAPK11	26.26331703291596
LYN	26.217489074955047
YWHAG	26.170074485628945
LONRF2	26.10455354609674
PASK	26.05148099143134
AXL	26.04962013294633
CAV1	26.035922482382535
DNM2	26.035231513604668
MAP2K1	25.98837559486183
MAPK10	25.97456428819629
CSK	25.958881108804313
EPHA1_known	25.95573529487425
TGFBR1	25.954491596579114
ITPKC	25.89753359621013
PSEN1	25.877764029380668
FRK	25.859652712528337
LRRK1	25.84481090686605
ZAP70	25.834046782954587
EPHA5	25.737985672639635
MATK	25.72488470055126
TYRO3	25.618862635263852
KDR	25.58669216198598
EZR	25.484768931978497
HSP90B1	25.47797765293419
CTTN	25.47563888417338
JAK1	25.459967232261675
BMPR1A	25.448573966172596
CASP3	25.343547286128132
ARF6	25.312514372994244
PTPRC	25.27630977675055
RPS6KB1	25.24417753139851
PTPN11	25.114376815065576
EPHA7	25.109226418988396
EPHB4	24.98759965987299
ITGB1	24.84733686438176
PIK3C2A	24.82324840447488
GRIN2B	24.795212690815543
YWHAH	24.775081127293813
PRKCZ	24.752141300067816
HSPA5	24.735562284145335
PXN	24.709523835450746
PPP1CB	24.68890087819989
ARF1	24.688817494357718
JAK3	24.669648667245824
FOXO3	24.623524935847268
IKBKB	24.619102779262544
RHBDL3	24.618852012354157
KIT	24.59739753121314
IRAK1	24.567318611118367
DNM1	24.565610498666985
BTK	24.45235999532985
HSPA1A	24.427352942629348
GRIN1	24.420499589679057
CDH2	24.37988166347753
TBK1	24.347168692090055
PIK3CB	24.344706093840344
ACTC1	24.30682674698823
ACTR2	24.30593997193234
WASL	24.229214381981695
DNM3	24.15558303199283
CBL	24.153036341724647
RRAS	24.12899638752818
PIK3CG	24.102081135367175
VWF	24.09109270590109
TJP1	24.05708445741637
PATJ	24.046015313731004
ILK	23.978272994558033
PIK3CD	23.976419909520065
PPP1CA	23.885311125265478
JAG1	23.87632526991256
FOS	23.853650018006068
ROCK2	23.84033750548143
FGR	23.786240522557506
ITSN1	23.78076528397404
BACE1	23.709609888515192
MUSK	23.70807352493439
HSPA8	23.690400009990178
PPP1CC	23.683358482343717
CRK	23.591847193799328
ITGB3	23.569893439125714
APPL1	23.563820708363856
VAV1	23.55265922957675
FGFR2	23.493869638519968
RHOD	23.48451739325342
MAPK9	23.469373928098257
RAB5A	23.4386114406181
ESR1	23.414764917744172
INS	23.398565809791968
PLD1	23.349987173292718
MAP3K7	23.270333108267305
ACTR3	23.25463492948257
ABL2	23.24501381384779
CASK	23.19863325920329
UBC	23.18096489803037
NGF	23.168226473641617
RHEB	23.163282906333023
TFRC	23.140295129642197
IGF1	23.126502521505504
RRAS2	23.117568196115077
MX1	23.063708966716334
LDLR	23.054619078263915
PLEK	22.966024715424417
CFL1	22.965843979523093
RAB11A	22.94217126065286
MYH9	22.929476227732508
ACTL6A	22.928138370365666
PTK2	22.921156550417336
FGF2	22.893779717940376
MSN	22.886201032007275
TLR4	22.878457988649522
MAGI3	22.874396586392532
CSF1R	22.80060532836883
DLG5	22.763006282476454
RAP1A	22.72690097271371
CHUK	22.656400997652437
PIK3R1	22.654037515808795
EPHB6	22.652465812775706
HACE1	22.601008337458175
STAT3	22.56032811008757
RHOU	22.552640346023995
NOTCH2	22.54145266866811
NFKB2	22.53017397634245
RND3	22.529875990863786
DNAJC6	22.508216943879816
TNF	22.490690097406535
MEF2C	22.468032755894804
WNT5A	22.439918123768575
FES	22.402733471376717
MAPK13	22.39496815379572
LCP1	22.36965098026457
COL1A1	22.343197275951557
GRAP2	22.323454849259033
ACTG2	22.31692366184093
UBB	22.290386491719094
FLT1	22.24806960471696
BMPR2	22.19613061639877
BMP4	22.183034686885513
STK11	22.150437454687058
FURIN	22.128445591661375
RHOH	21.93695164628913
DAB2	21.928995660763736
GRIN2A	21.92879997254915
RHOG	21.92307872860317
SMAD3	21.918317637024877
PDZD2	21.910833883626534
ACVR1	21.888072280396837
RAP1B	21.87225651068203
EFNB1	21.87069221619369
EPS15	21.859686433776663
PTK2B_known	21.85138164362249
ACVR1B	21.845709121894977
DLG2	21.806561295323633
ITK	21.79839788363708
DLG1	21.787604258444677
NFKBIA	21.78392643121635
MAPK12	21.77990563988896
ITSN2	21.760026478639787
SHANK1	21.748886498586465
NOTCH3	21.694381794756136
ITGAM	21.676271464330423
CAT	21.666083424495945
MERTK	21.618908708214867
RAP2B	21.617978786902665
DMD	21.607129739134596
LAMP1	21.5896686889482
VCL	21.588921530097615
RALA	21.5520989607652
SHC1	21.49385324031893
FGFR3	21.46274115882282
BCL3	21.398873316448842
JAG2	21.38814382552749
RIT2	21.377945219436178
HGF	21.365315178046462
PIK3C3	21.350980325062757
BRAF	21.319180492839084
EPHA6	21.30294799291616
SGK1	21.292430423047712
PDGFRB	21.28756338600662
TLR2	21.277178032071212
CDH17	21.254678908667024
MAPK7	21.244827598750717
SYNJ1	21.24141785774816
RASD2	21.221539889863347
BMPR1B	21.214610479541104
NF1	21.20401078462136
MAP2K2	21.187791671338807
PLD2	21.141011454805078
INPP5D_known	21.132152495215458
CALB1	21.124964552303776
ITGB2	21.122971202199896
SMAD2	21.120459389105868
SFN	21.07826138087392
ANK2	21.067454637496205
RIPK3	21.06686482035028
PLCG1	21.05305470077499
STAT5A	21.043340739411168
CDK2	21.01939413884459
INPPL1	21.018152680330005
FLT3	21.005120578752454
PDGFRA	20.982642775305145
INSRR	20.976179377055193
TGFB1	20.972880853567478
BDNF	20.956883777959906
NUMB	20.944507821645974
BIN1_known	20.93428807691943
DVL2	20.9272499880964
CLTC	20.917416425653425
WAS	20.910170126617988
PPP3CA	20.903058544127912
CDH5	20.895707932657018
SHANK2	20.828965385774392
CDK1	20.79699860118692
SRF	20.791054654964636
FGFR1	20.788203832770463
RND2	20.786837992085843
RAB4A	20.75276856470107
RHOJ	20.73865824793315
AMPH	20.738501075215964
MST1R	20.73114974163313
PIK3C2B	20.688753266787383
FLT4	20.646688887001083
NSF	20.61013185089075
KSR1	20.593846673024213
PECAM1	20.575346325423908
IKBKE	20.572394514952858
ACVRL1	20.569682702975523
NME8	20.56600652709142
PRKCI	20.554878653533052
TEK	20.55118825513036
ATAD2B	20.52385800790656
NEDD4	20.497091884006434
BCL6	20.487817785013682
DLG3	20.485114121126383
MIB1	20.453240948833155
BMP7	20.45003288937897
ANK3	20.35353360022022
TYK2	20.338999765928783
PPP3CC	20.33889630795068
AGRN	20.31094527509184
RALB	20.29965172096889
FLNC	20.298307352793657
GFAP	20.27389080416144
LRP8	20.209132159522262
ACTN4	20.201105232806796
RET	20.193459774712153
H3-2	20.180614853445395
CARD11	20.16588640471213
RND1	20.14875956518042
GRIA1	20.144671438114543
GUK1	20.136795762673568
P4HB	20.129680756541557
CDKN2B	20.0957542153156
ARF3	20.05641971880952
STAT1	20.032634955149625
AIF1	20.023643186934294
RHOBTB2	20.021665992879253
PLCG2	20.00372138563816
PTPN6	20.000103257231952
IRAK4	19.99631589077277
CANX	19.969027944411113
IRS1	19.956733022927004
ACTL6B	19.948524682650653
GRID2IP	19.946758046506897
RERG	19.940406638915874
RHOQ	19.932543787496613
PI4KA	19.929681168629276
EEA1	19.904640158163435
MAPK4	19.903160024561448
DUSP1	19.901381916879373
RAB11B	19.89640283250627
PPP2CA	19.891017413335543
CALM2	19.839776720751257
ACTN1	19.838600697973167
STAT5B	19.828410490054743
RHO	19.801931630151728
AR	19.76374265989756
GAPDHS	19.729685296491
BMP2	19.7284449376795
PPP4C	19.7173010927422
RAP2A	19.71297612807733
DIRAS2	19.693969205546182
TLR3	19.67668838388947
CAMK2A	19.66136889293932
LNX1	19.646027342385437
NCK1	19.583450009904976
RPS27A	19.582145844878525
PVALB	19.535822776246842
MIB2	19.52950083157791
FGF13	19.528126125202643
MYL9	19.52717084875259
TP53	19.525910665371587
ABCA1	19.496030743058952
SMAD4	19.442147408818972
CALB2	19.427797110273698
AP2A2	19.415898516468097
SYNJ2	19.40162893461733
SOD1	19.37333660371563
CAMK2B	19.36041608465687
GAS7	19.355224901151395
ADAM10_known	19.352048971694312
CD2AP_known	19.34159106893553
UBE2I	19.33668174448891
ITGAV	19.321797554163183
FOXO1	19.3057022304086
PLCB2	19.29917878344993
BLK	19.2952471256127
SLC2A4	19.29286640517084
NR3C1	19.27322980379034
GATA3	19.265871799384115
CDK5	19.22598274683553
