ENSP00000362111	1
ENSP00000482130	1
ENSP00000482894	1
ENSP00000362122	0
ENSP00000360638	1
ENSP00000360640	1
ENSP00000360644	1
ENSP00000394921	1
ENSP00000506986	1
ENSP00000507119	1
ENSP00000507404	1
ENSP00000356744	1
ENSP00000356745	1
ENSP00000356746	1
ENSP00000407993	1
ENSP00000286031	1
ENSP00000352276	1
ENSP00000389257	1
ENSP00000489730	1
ENSP00000490194	1
ENSP00000490333	1
ENSP00000490589	1
ENSP00000490772	1
ENSP00000363115	1
ENSP00000363116	1
ENSP00000363117	1
ENSP00000382126	1
ENSP00000407670	1
ENSP00000352658	1
ENSP00000356399	1
ENSP00000487250	1
ENSP00000002165	1
ENSP00000398119	1
ENSP00000421228	1
ENSP00000421908	1
ENSP00000424211	1
ENSP00000427403	1
ENSP00000482756	1
ENSP00000495056	1
ENSP00000495686	1
ENSP00000497574	1
ENSP00000229418	1
ENSP00000345702	1
ENSP00000003583	1
ENSP00000337461	1
ENSP00000363530	1
ENSP00000392225	1
ENSP00000416176	1
ENSP00000003912	1
ENSP00000343549	1
ENSP00000350722	1
ENSP00000363520	1
ENSP00000392170	1
ENSP00000363937	1
ENSP00000363940	1
ENSP00000363944	1
ENSP00000473471	1
ENSP00000473630	1
ENSP00000503410	1
ENSP00000503577	1
ENSP00000503795	1
ENSP00000503907	1
ENSP00000504224	1
ENSP00000504558	1
ENSP00000504653	1
ENSP00000318066	1
ENSP00000002829	1
ENSP00000388931	1
ENSP00000392588	1
ENSP00000398399	1
ENSP00000400549	1
ENSP00000409859	1
ENSP00000416356	1
ENSP00000003084	1
ENSP00000389119	1
ENSP00000417012	1
ENSP00000419254	1
ENSP00000470177	1
ENSP00000497203	1
ENSP00000497658	1
ENSP00000497673	1
ENSP00000497957	1
ENSP00000497965	1
ENSP00000501235	1
ENSP00000509593	1
ENSP00000510194	1
ENSP00000510587	1
ENSP00000265742	1
ENSP00000396406	1
ENSP00000406644	1
ENSP00000407002	1
ENSP00000407913	1
ENSP00000003100	1
ENSP00000394268	1
ENSP00000406757	1
ENSP00000510368	1
ENSP00000344668	1
ENSP00000378011	1
ENSP00000378013	1
ENSP00000378015	1
ENSP00000388076	1
ENSP00000391675	1
ENSP00000395346	1
ENSP00000396042	1
ENSP00000404084	1
ENSP00000404790	1
ENSP00000405835	1
ENSP00000410104	1
ENSP00000410909	1
ENSP00000508475	1
ENSP00000508543	1
ENSP00000508551	1
ENSP00000508564	1
ENSP00000508596	1
ENSP00000508621	1
ENSP00000509086	1
ENSP00000509101	1
ENSP00000509139	1
ENSP00000509209	1
ENSP00000509512	1
ENSP00000509514	1
ENSP00000509617	1
ENSP00000509642	1
ENSP00000509832	1
ENSP00000509939	1
ENSP00000509995	1
ENSP00000510015	1
ENSP00000510108	1
ENSP00000510110	1
ENSP00000510120	1
ENSP00000510196	1
ENSP00000510229	1
ENSP00000510303	1
ENSP00000510360	1
ENSP00000510733	1
ENSP00000351284	1
ENSP00000380407	1
ENSP00000387901	1
ENSP00000434703	1
ENSP00000436008	1
ENSP00000438965	1
ENSP00000439583	1
ENSP00000440268	1
ENSP00000440486	1
ENSP00000441073	1
ENSP00000443254	1
ENSP00000309103	1
ENSP00000378039	1
ENSP00000378040	1
ENSP00000438975	1
ENSP00000439202	1
ENSP00000440575	1
ENSP00000226299	1
ENSP00000423350	1
ENSP00000424724	1
ENSP00000476028	1
ENSP00000481000	1
ENSP00000370570	1
ENSP00000370573	1
ENSP00000370579	1
ENSP00000370582	1
ENSP00000370588	1
ENSP00000479999	1
ENSP00000485427	1
ENSP00000485545	1
ENSP00000494027	1
ENSP00000002596	1
ENSP00000422629	1
ENSP00000425673	1
ENSP00000354193	0
ENSP00000411613	0
ENSP00000417392	0
ENSP00000418328	0
ENSP00000418557	0
ENSP00000418614	0
ENSP00000222462	1
ENSP00000355065	1
ENSP00000379228	1
ENSP00000407774	1
ENSP00000413336	1
ENSP00000265854	1
ENSP00000382562	1
ENSP00000384155	1
ENSP00000385334	1
ENSP00000390099	1
ENSP00000393037	1
ENSP00000394069	1
ENSP00000395457	1
ENSP00000397417	1
ENSP00000325240	1
ENSP00000391897	1
ENSP00000392853	1
ENSP00000401048	1
ENSP00000414803	1
ENSP00000462564	1
ENSP00000468664	1
ENSP00000352175	1
ENSP00000377059	1
ENSP00000396790	1
ENSP00000462188	1
ENSP00000463076	1
ENSP00000463250	1
ENSP00000463726	1
ENSP00000463948	1
ENSP00000464136	1
ENSP00000464410	1
ENSP00000004103	1
ENSP00000417626	1
ENSP00000417834	1
ENSP00000420081	1
ENSP00000420818	1
ENSP00000000412	1
ENSP00000437595	1
ENSP00000439070	1
ENSP00000439968	1
ENSP00000440488	1
ENSP00000440962	1
ENSP00000441030	1
ENSP00000441040	1
ENSP00000442100	1
ENSP00000442983	1
ENSP00000444684	1
ENSP00000262820	1
ENSP00000360943	1
ENSP00000360945	1
ENSP00000360949	1
ENSP00000393807	1
ENSP00000419803	1
ENSP00000440707	1
ENSP00000441029	1
ENSP00000444450	1
ENSP00000001146	1
ENSP00000401465	1
ENSP00000430871	1
ENSP00000430888	1
ENSP00000443304	1
ENSP00000265577	1
ENSP00000316074	1
ENSP00000341603	1
ENSP00000379908	1
ENSP00000385305	1
ENSP00000385570	1
ENSP00000385651	1
ENSP00000386021	1
ENSP00000393314	1
ENSP00000397496	1
ENSP00000398435	1
ENSP00000403982	1
ENSP00000406722	1
ENSP00000410341	1
ENSP00000497455	1
ENSP00000002501	1
ENSP00000306407	1
ENSP00000376699	1
ENSP00000456573	1
ENSP00000457625	1
ENSP00000501273	1
ENSP00000264276	1
ENSP00000386384	1
ENSP00000386948	1
ENSP00000403832	1
ENSP00000429223	1
ENSP00000504981	1
ENSP00000505043	1
ENSP00000505071	1
ENSP00000505078	1
ENSP00000505092	1
ENSP00000505187	1
ENSP00000505218	1
ENSP00000505219	1
ENSP00000505232	1
ENSP00000505249	1
ENSP00000505348	1
ENSP00000505388	1
ENSP00000505446	1
ENSP00000505473	1
ENSP00000505505	1
ENSP00000505522	1
ENSP00000505568	1
ENSP00000505576	1
ENSP00000505665	1
ENSP00000505684	1
ENSP00000505704	1
ENSP00000505710	1
ENSP00000505738	1
ENSP00000505749	1
ENSP00000505848	1
ENSP00000505954	1
ENSP00000505968	1
ENSP00000506085	1
ENSP00000506172	1
ENSP00000506173	1
ENSP00000506193	1
ENSP00000506211	1
ENSP00000506212	1
ENSP00000506274	1
ENSP00000506311	1
ENSP00000506497	1
ENSP00000506531	1
ENSP00000506547	1
ENSP00000506656	1
ENSP00000237865	1
ENSP00000272879	1
ENSP00000286186	1
ENSP00000314599	1
ENSP00000353250	1
ENSP00000363781	1
ENSP00000396835	1
ENSP00000401914	1
ENSP00000312455	1
ENSP00000339335	1
ENSP00000342809	1
ENSP00000345807	1
ENSP00000378580	1
ENSP00000391029	1
ENSP00000398551	1
ENSP00000399420	1
ENSP00000406775	1
ENSP00000409570	1
ENSP00000411535	1
ENSP00000411897	1
ENSP00000412882	1
ENSP00000413270	1
ENSP00000469608	1
ENSP00000469917	1
ENSP00000471749	1
ENSP00000471805	1
ENSP00000233156	1
ENSP00000342306	1
ENSP00000376172	1
ENSP00000386344	1
ENSP00000388159	1
ENSP00000394185	1
ENSP00000400179	1
ENSP00000402954	1
ENSP00000408170	1
ENSP00000409177	1
ENSP00000002125	1
ENSP00000337431	1
ENSP00000394436	1
ENSP00000399207	1
ENSP00000402959	1
ENSP00000410181	1
ENSP00000412942	1
ENSP00000416594	1
ENSP00000343054	1
ENSP00000378603	1
ENSP00000384872	1
ENSP00000390711	1
ENSP00000394622	1
ENSP00000406119	1
ENSP00000414218	1
ENSP00000419534	1
ENSP00000180173	1
ENSP00000429733	1
ENSP00000431000	1
ENSP00000004531	1
ENSP00000381164	1
ENSP00000419140	1
ENSP00000419873	1
ENSP00000430464	1
ENSP00000492016	1
ENSP00000000233	1
ENSP00000412701	1
ENSP00000462228	1
ENSP00000462479	1
ENSP00000464166	1
ENSP00000468032	1
ENSP00000475924	1
ENSP00000477665	1
ENSP00000317128	1
ENSP00000423832	1
ENSP00000426162	1
ENSP00000426241	1
ENSP00000426540	1
ENSP00000427696	1
ENSP00000346921	1
ENSP00000362548	1
ENSP00000446849	1
ENSP00000447082	1
ENSP00000449003	1
ENSP00000450008	1
ENSP00000450109	1
ENSP00000486342	1
ENSP00000486507	1
ENSP00000499935	1
ENSP00000500549	1
ENSP00000226279	1
ENSP00000423047	1
ENSP00000427277	1
ENSP00000001008	1
ENSP00000438491	1
ENSP00000439703	1
ENSP00000442193	1
ENSP00000446368	1
ENSP00000486800	1
ENSP00000349049	1
ENSP00000383042	1
ENSP00000473294	1
ENSP00000473297	1
ENSP00000508820	1
ENSP00000508858	1
ENSP00000509252	1
ENSP00000509257	1
ENSP00000509279	1
ENSP00000509483	1
ENSP00000509505	1
ENSP00000509649	1
ENSP00000509679	1
ENSP00000509771	1
ENSP00000509892	1
ENSP00000510111	1
ENSP00000510144	1
ENSP00000510201	1
ENSP00000510484	1
ENSP00000510513	1
ENSP00000510547	1
ENSP00000510653	1
ENSP00000510751	1
ENSP00000266022	1
ENSP00000389763	1
ENSP00000392475	1
ENSP00000392939	1
ENSP00000393530	1
ENSP00000394336	1
ENSP00000396410	1
ENSP00000396466	1
ENSP00000399942	1
ENSP00000403865	1
ENSP00000406548	1
ENSP00000408665	1
ENSP00000158166	1
ENSP00000323118	1
ENSP00000371188	1
ENSP00000318727	1
ENSP00000379400	1
ENSP00000395449	1
ENSP00000416739	1
ENSP00000439069	1
ENSP00000440700	1
ENSP00000445555	1
ENSP00000446036	1
ENSP00000251739	1
ENSP00000307666	1
ENSP00000390584	1
ENSP00000395433	1
ENSP00000405553	1
ENSP00000406787	1
ENSP00000414450	1
ENSP00000415809	1
ENSP00000443104	1
ENSP00000496891	1
ENSP00000004982	1
ENSP00000467169	1
ENSP00000468057	1
ENSP00000007510	1
ENSP00000320038	1
ENSP00000368227	1
ENSP00000465411	1
ENSP00000467844	1
ENSP00000007516	1
ENSP00000454812	1
ENSP00000454891	1
ENSP00000458770	1
ENSP00000461693	1
ENSP00000005178	1
ENSP00000328583	0
ENSP00000357915	0
ENSP00000395642	0
ENSP00000401007	0
ENSP00000409306	0
ENSP00000416310	0
ENSP00000231749	1
ENSP00000353289	1
ENSP00000391545	1
ENSP00000393687	1
ENSP00000415661	1
ENSP00000258738	0
ENSP00000383899	0
ENSP00000384881	0
ENSP00000398692	0
ENSP00000406730	0
ENSP00000368332	1
ENSP00000490122	1
ENSP00000265631	1
ENSP00000400101	1
ENSP00000473505	1
ENSP00000265437	1
ENSP00000325673	1
ENSP00000377089	1
ENSP00000377090	1
ENSP00000377092	1
ENSP00000377093	1
ENSP00000377095	1
ENSP00000377097	1
ENSP00000388698	1
ENSP00000390830	1
ENSP00000391444	1
ENSP00000392876	1
ENSP00000393040	1
ENSP00000402934	1
ENSP00000411118	1
ENSP00000413601	1
ENSP00000414031	1
ENSP00000419516	1
ENSP00000419715	1
ENSP00000420052	1
ENSP00000066544	1
ENSP00000432105	1
ENSP00000432211	1
ENSP00000434614	1
ENSP00000437339	1
ENSP00000458904	1
ENSP00000459307	1
ENSP00000460061	1
ENSP00000460132	1
ENSP00000460279	1
ENSP00000460424	1
ENSP00000460454	1
ENSP00000460830	1
ENSP00000466424	1
ENSP00000262418	1
ENSP00000382190	1
ENSP00000377959	1
ENSP00000389295	1
ENSP00000391369	1
ENSP00000413179	1
ENSP00000497687	1
ENSP00000326579	1
ENSP00000370139	1
ENSP00000370140	1
ENSP00000005340	1
ENSP00000458209	1
ENSP00000458465	1
ENSP00000459797	1
ENSP00000459991	1
ENSP00000262803	1
ENSP00000470142	1
ENSP00000005587	1
ENSP00000408163	1
ENSP00000360671	1
ENSP00000378145	1
ENSP00000006015	0
ENSP00000448962	0
ENSP00000292614	1
ENSP00000225296	1
ENSP00000413779	1
ENSP00000458203	1
ENSP00000458925	1
ENSP00000321684	1
ENSP00000377271	1
ENSP00000449049	1
ENSP00000406482	1
ENSP00000262327	1
ENSP00000367787	1
ENSP00000465288	1
ENSP00000466278	1
ENSP00000467063	1
ENSP00000467757	1
ENSP00000468479	1
ENSP00000005386	1
ENSP00000370024	1
ENSP00000401823	1
ENSP00000289416	1
ENSP00000394565	1
ENSP00000456055	1
ENSP00000456767	1
ENSP00000457003	1
ENSP00000457158	1
ENSP00000457608	1
ENSP00000457926	1
ENSP00000458068	1
ENSP00000261377	1
ENSP00000261378	1
ENSP00000454262	1
